web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1567324893-148","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ragnarock","Excellent Screen Protector","November 14, 2018","I am pretty meticulous when putting on screen protectors and for the most part this went on smoothly. There are some dust particles that made it under the glass unfortunately, but that isn't the fault of the product and more of user error. I wish this came with multiple units just in case you mess up you have a backup to try again.

Glass quality was immaculate and touching the screen feels smooth and responsive. Highly recommend.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1567324955-246","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","XenRN","Chipped/Cracked Margin upon arrival.","May 16, 2018","Mine arrived with a small edge that was rough... I tried to lift the edge and the glass cracked at the corner.  Great concept but the glass appears too thin and fragile.  Now I have a new iPad with a cracked protector.  Everyone at work noticed.  I used to use another brand on my other iPads that was flawless.  I wish this one wasn't cracked from the get-go.  Thank goodness I was not out of a lot of $$$","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1567324994-308","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tedward","Nice glass!","January 11, 2019","This is a real nice glass for your iPad. It covers the entire screen. That being said, you must be careful using this product in conjunction with any kind of ""case"" on the market. I purchased this with a Spigen case, but the lip of the case wants to sneak under the edge of the glass in some spots. Is an amazing testament to the protection both products give. The glass is A1. Buy it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1567324844-44","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Viktoria","Unhappy","February 16, 2019","It’s not glass at all, it’s flexible thick plastic.
Also, I read many reviews that said that no matter how much they cleaned they still got bubbles due to lint. Thats exactly what happened to me. I was installing protector onto my brand new iPad. Even though it was brand new, we still cleaned it. There was absolutely no lint or dust on it. We install this cover and there are 4 bubbles due to dust/lint trapped underneath. This cover I guess is static and attracts dust and lint and pulls it in not the sticky side. So now I have permanent bubbles.
So I am confused. This company reaches out to unhappy customers (which is nice) but keeps on selling effective product? Do you notice many many reviews dating their rating due to great customer service? How about getting product fixed so that it doesn't have static and attract dust/lint. How about product getting better instead of great customer service. Well, anyway I have bubbles and its awful.
Update: one big bubble is left, tiny ones disappeared. Still not good and distracting but at least is not many.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1567325010-338","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","as","It affects the touch interface dramatically.","September 25, 2018","It really hurts the touch quality of your iPad! I had it on for half a day and took it off after; I mean you buy an iPad to enjoy the high quality touch experience, otherwise you would’ve bought some other tablet, right? Well, guess what.... you are gonna lose that enjoyable experience. Don’t believe me? Waste your money and see it for yourself.
And I don’t even tried it with Apple Pencil. I can’t imagine how does that work out.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews"
"1567324939-220","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jay","Good protection","August 4, 2017","This is the second Sparin glass iPad screen protector I have bought. One for an iPad Air 2 and one for my iPad Pro. I have an Otterbox defender series case for the Pro which is great but the plastic screen protector that is built in kind of sucks. So I replaced it with the Sparin. What a difference! The Sparin is so much clearer and resists finger prints better. Applying  the Sparin is not hard if you follow the instructions and take your time. Jay recommends a Sparin!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1567324989-294","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","susan","Did not adhere to device in several spots","March 2, 2019","I ordered this in Nov ‘18 and just got around to opening package and trying to install it.  I read instructions and watched video and then proceeded to try to install while watching video again.  I could not get protector to stick without failure places even though I cleaned and dust cleaned thoroughly.  Very disappointed and I’m wondering if it is a failed product or just the one I got.  I will have to replace, but first would like the company to respond.  Interesting that no dust could be seen.  There was failure in the ability of screen to stick in places.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1567324878-120","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tara","Great product and Great customer Service","July 23, 2019","It is a very elegant and durable protector and worth the money. The instructions for installing are clear and it does not come in the way of touch screen use.
I like this  screen protector  on a friends iPad.  I ordered hoping for the same quality product  But when I received it it was little out of shape. I spoke to. I had to go on a trip and missed the return window. But when I contacted the customer care after completing my trip, they were happy to replace the protector. Very pleasant exchange, great product, and a happy customer experience. Highly recommended.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1567324914-179","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Works great, but....","August 8, 2017","I give the product a 4 just because of the difficulty, but the company a 5. You really have to get your iPad, iPhone super clean and not a speck of dust anywhere. And then line up the screen protector with your iPad screen precisely. Don't rush it, let it grab your screen and push out the bubbles on its own. After, take your finger to push out any bubbles left. Push them all the same direction or they won't get out. You can redo, but ideally is best to get it right the first time. Whatever you do, do NOT touch the sticky side AT ALL once you pull back the film. This will only create a forever smudge on your screen because of it. Basically just follow the directions exactly. Awesome and great product, durable and packaged very nicely. Awesome customer service if you have any issues.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1567325141-418","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chris Brown","Excellent Installation Technique","June 17, 2019","First IPad for work.  Ordered this, and the installation guide is fabulous.  So easy.  Better than putting on the phone screen protectors with guides, etc.  Seamless, one bubble that was easy to push out to edge, clear and clean stick.  The little tab for pulling off the protective film did rip off, but I was able to peel the film from the corner without issue.  Very clear, seems to work nicely.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews"
"1567325021-354","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","W. Norris","Cracked after 3 days on the sofa","January 16, 2019","Purchased this and installed it on a brand new iPad.  The second the plastic came off the new iPad, this went on, so no dust, oils, etc.

Installation was each and I had no problems.  No air bubbles, dust or anything like that.  I put the iPad inside a protective case.  The iPad never left my sofa and was never dropped or hit.  3 days in, there was a crack on the upper left side of the screen protector.

It is in the middle of the class, and doesn't even run to an edge.  It just starts around the 3rd row of icons and runs straight up to the 1st row of icons and stops.

3 days...","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1567324889-139","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sagittarian","Not so great for the price I paid.","March 14, 2019","I followed the instructions to the letter.  I have applied many protectors to my iPhones, smartphones and iPads with no problems but this screen protector did not adhere to my iPad face too well as one side of the edge developed several air bubbles that were impossible to remove ( 1 small 1 medium and 1 large). If the bubbles were in any other place than the edge, I definitely would have returned it. Because I am an anal perfectionist, I will be looking for another screen protector that will do a better job than this expensive ten dollars for a single screen protector did. Any suggestions?","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1567324933-206","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Completely Impressed","March 1, 2017","I'm not one to write reviews. When I received the email from SPARIN asking me to review the product it still had not arrived due to a shipping error by Amazon. So basically the email just went unnoticed. When the product did arrive, I immediately was impressed by the packaging. A heavy weight box with a great presentation to even include an icon that read ""explosion proof."" I want to test that part. When I opened the box I again was impressed. The screen protector was surrounded by a foam rubber frame to protect it, and also encased by two protective layers of styrofoam wrap. The company enclosed all of its literature in an envelope that made me think I was getting a greeting card along with my screen protector. They even included a ""happy / not happy"" card that reiterates their desire to provide you a good product or they will do what they can to make it right.
As for the screen protector, it seems solid. It has been on my iPad for less than 24 hours, and as long as it stands up to the torture that I know I will put it through, I am beyond happy with my purchase.
For some reason if the product does give me problems, I have a feeling the company will make it right. Great job.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1567324945-222","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A. Butler","I'm very pleased. I haven't yet dropped my iPad (knock on ...","November 26, 2017","In terms of protection, I'm very pleased.  I haven't yet dropped my iPad (knock on wood) but feel that I have some protection in the case that does happen.  However, this glass protector does seem to ""grab"" my finger as I'm trying to drag my finger across the screen to play games or use apps, which can cause me to do things in my game/app that I didn't want to actually do.  I wish that there were matte glass protectors for iPads, like I have my on iPhone.  Until then, I'll use this.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1567325017-343","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","NNM","Great customer service","April 1, 2018","I watched the Youtube video and followed the installation instructions.  I still ended up with one tiny speck of dust.  I should have just left it alone because when I tried to remove it, I ended up getting A LOT of dust stuck to the adhesive side of the screen.  At that point, there was no way to clean it.  I threw it away and ordered another one.  Shortly, I received an email from the seller asking me how I liked the screen saver.  I told her that I liked it, but I had botched the installation and had ordered a second one.  She responded the following day saying they wanted to send me a new screen saver free of charge!  Wow!  What customer service!  And a great product, too!!  Now if I mess up the installation a second time, I'll have a back-up!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews"
"1567325005-327","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Truly great product and company!","February 23, 2018","This screen protector far exceeded my expectations.  When I first received it and put it on (following the instructions), it fit perfectly on my 9.7 iPad Pro.  However,  I didn’t get the edges aligned very well and when I went to put my UAG case protector back on I cracked a corner (totally my fault).  Here’s the best part: I sent a email explaining what had happened and with no hassle at all, they sent me a new one and I received it 2 days later.  I was a little more careful in applying the new one, fits great, looks great, and case went on with no issues.  Very nice to do business with a company that stands behind their lifetime warranty, for any reason.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1567324838-35","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Savvy","Good but issues. Update:⭐️⭐️⭐️⭐️ Great customer service","December 5, 2018","It seems like a good screen protector. I have purchased many of these and have had no issues. I am not an expert but I am really good at putting these on. Family and friends comes to me to put them on their devices. With thst said, I have annoying bubbles that will not go away no matter what I do. I get them off but for some reason they return. Sooo annoying. So for that reason I have to give 3 stars
Update: wonderful customer service. They sent me a replacement to give it another  shot. By the time it came in the mail, the first one was lifting from the side about 2-3 inches. Basically have same issue. Cover doesnt seem to want to stay on, and a few small bubbles that I manage to push out but they come back. I will just leave this one on till I get annoyed enough. Because of the great customer service, i give ⭐️⭐️⭐️⭐️.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1567325010-333","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","John Mann","Good product, weak instructions, great customer support.","April 17, 2017","I ordered two of these, one for my iPad Air and one of my daughter's iPad Pro. While installing the first one, I inadvertently placed it on the iPad with the adhesive side up and applied one of the guide stickers that were included, before I noticed my mistake. While trying to peel of the guide sticker, I cracked the glass. Having learned from my first mistake, the installation of the second screen protector went without a hitch and worked great. I contacted customer support to suggest that they modify their rather skimpy instructions to caution against this mistake and they volunteered to send a free replacement which arrived two days later. If you haven't installed one of these before, I recommend that you watch their YouTube video instruction on how to install this product before beginning.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews"
"1567325026-366","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","mltadvantage","Highly recommend","November 7, 2016","Clarity Phenominal. Fits 9.7 ipad pro like it was made with the unit.  Read comments and was cautious about installation and bubbles. Had two small bubbles so lifted the plate slightly to remove bubbles. plate returned to fit perfect.  Recommend have the screen black during installation so any streaks can be cleaned before installation. Black screen also allows bubbles to be noticeable. Cannot testify as to the durability yet and hope I never have the opportunity but based on weight and quality so far I do not expect anything but great protection.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews"
"1567324961-257","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","VeePee","Best screen protector for the money you spend.","February 24, 2017","Delivered on time,  5 stars for the quality of packaging and instructions. Instructions in the package and you tube seems fairly simple but getting the install without bubble on big screen like ipad is not trivial task.  Took sometime to get the bubble out of the tempered glass,  had to remove installation multiple times to install without any bubbles.

Because I'd to remove the screen multiple times, one of the edge caught dust from my fingers which shows up.  Would have been 100% happy if screen is completely dust free, anyways it was my mistake can't hold against the product.

Product quality is one of the best I've seen on screen protectors, would recommend to anyone.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1567324859-72","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","N. O'Connor","Great product, awesome packaging!","May 4, 2018","First off, the packaging this screen protector comes in is AMAZING! I'm not sure I'll be able to bring myself to throw the box away... If there's a packaging museum somewhere, this case belongs there. Not bulky in the slightest, but TOTAL protection for the product.
And the screen protector itself is great. I just put it on with no problem (I did watch the video, being an easily-led person), and I expect it to serve me well. In the past I've had film screen protectors, which in fact have worked just fine, but this was easier to put on and should afford even better protection.
One trick I remember from installing my previous covers: do it on a good flat surface in a bathroom after having run the shower for 3-4 minutes and then waited 5"": as it settles, the steam will drag any dust out of the air in an already relatively dust-free space. And no matter where you perform the operation, be sure you've turned off AC or heat blowers before you do the deed.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1567325053-388","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ariel Smith","excellent customer service!!","May 29, 2017","UPDATED: Sparin has amazing customer service they immediately got back to me and fixed the problem. I am 100% satisfied with them, we need more customer services like them that care about their customers.
I like it okay but disappointed all at the same time. I have a bubble at the top that will not leave no matter how much I go over it. I am mad because they make it sound like its anti bubble and that it wont happen. There is also no spot for my camera only one for the home button. Other then that it was easy to do, I watched the you tube video and followed the directions.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1567324945-230","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Elaine Ritchie","iPad screen protection","August 25, 2019","Feel much better with a screen protector for the new iPad I just bought for my daughter. I've always had a screen protector for my old iPad and my old and new iPhones. I have dropped my iPhone and cracked the protector but not my screen - that was awesome! All I had to do is get another screen protector which was under warranty and no cost except for a minimal shipping charge. The shipping charge was discounted and ended up being about $2.50.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1567324833-30","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sarah","Initially impressed but it cracked after only a couple weeks.","December 2, 2017","Initially I was pretty satisfied with this produt because it seemed really durable and was easy to apply. But it didn’t last like I anticipated.
I use my Apple Pencil with my iPad constantly, especially for art, so scratches are something I have to be really careful to avoid because they really interfere with the smoothness of my Pencil strokes. Unfortunately small grains can get underneath the Pencil tip and when I press down on the Pencil, it will scratch the screen. So I have to use a screen protector to prevent scratching the actual screen. I anticipated small scratches like this from Pencil strokes and was fine with it not being totally scratch resistant as long as it protected my iPad and didn’t crack. But after only a couple weeks of using this protector, I found a crack all the way across the screen, and I had my case on it and hadn’t dropped it. I’m not sure what happened, but I’m very let down that this product didn’t last long.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1567325021-359","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tara","Perfect. Perfect","December 6, 2017","Perfect. Perfect. Perfect.

What more is there to say?

These screen protectors are my go to. I never have a problem with them. They keep scratches at bay and they are a perfect safety net for when your iPad slips and falls. And the bonus is (aside from being easy to put on), is the fact that DIRT NEVER gets under it.

I HIGHLY recommend these protectors.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1567325010-340","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tracy Nguyen","Good product, kinda iffy getting it on","April 22, 2019","I really like how this screen protector looks. It’s very clear, and it’s hard to tell it’s even there. I did have some trouble getting it on though. Based off the other reviews I made sure to look up the instructions video and follow it step by step, but when I went to put the actual screen protector on, the little stickers used to make the hinge came off and it almost went on completely crooked. Luckily, I caught it before it went wrong, so it’s straight for the most part, but there’s a little air bubble that won’t come out even with the bubble remover card and a little fingerprint. If you’re planning on getting it, it’s a good product, but I’d recommend sticking it on the old fashion way, just my opinion. Avoid any mishaps if you can.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34&reviewerType=all_reviews"
"1567324900-151","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Neil G. Christiansen","What’s not to love?!","October 18, 2018","I bought this screen protector for my iPad Pro 9.7” because I was worried I’d end up scratching the screen with Apple Pencil use.

The product is good - good thickness and easy to follow instructions. Mounting was easy with the included cleaning products and I liked the extra tape strips to remove pesky lint.

I received a follow up email from the seller asking about my purchase. I commented that I felt my Apple Smart Keyboard doesn’t close as tightly and I was offered resolution steps or a refund.  Since I really didn’t mind, I declined both.

All in all, a good buy. Plus it helps keep my iPad screen scratch-free!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1567325005-328","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lambert","Dust Problems","November 8, 2018","I installed screen protectors on tablets, smartphones and cameras before so I thought that I knew what I was doing.
However, I cleaned the screen of the tablet and it looked perfect but after I had put the protector on I noticed a few dust specs. I had to lift the screen protector a few times to remove all the dust. Unfortunately this must have done some damage to the edges. There are a few small spots (on the edge) where the protector isn't sticking perfectly to the screen. Logging in with my fingerprints wouldn't work either after I installed the screen protector. I had to re-scan my fingerprints so that the tablet would recognize them. It works now but not as well as it did without protector.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&pageNumber=33&reviewerType=all_reviews"
"1567324863-86","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","PattyB","Great quality.  Very easy to apply to your iPad","December 9, 2018","This is absolutely the best protector I have purchased  for any product. It is a good quality and very clear. However what I like best is they have the best method for applying the cover to the iPad without having it yet out of alignment. After I purchased it, the company followed up and sent us a link to a YouTube video which showed how to put the item in. It worked like a charm. For that reason alone I would buy another protector from this company. You can’t go wrong with it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1567324833-29","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cute 58","Mostly Crap","February 25, 2019","Folks giving this a  great review must not have been able  to compare this to the screen savers of years ago.  Most of these things, including this one is made to be as  cheap as possible and most profit.  I ripped this one off my iPad and threw it in the trash.  Not even worth returning.

What I don't like.... too glossy and not matt finish so a lot of glare.  It's not glass and falsely implied in the ad and on the box.  It is a polycarbonate.  Thus it is very static like when installing and attracts dust that you must be super careful to remove during installation.  It leaves even more fingerprints than by using the iPad directly.  It's also just a bit too large.  They try to go edge to edge on the iPad so when putting the iPad in a tight case, the edges of the product  are pushed up or in with pressure and come away from the surface slightly.  It also annoys me that when pressing the home button, I feel the edges of the cutout circle as the product is thick.

I'll go back to try and find the older style very think coatings that don't have the above problems.  They might be a bit more delicate to install, but none of the downsides.  I already have a case that mainly protects the iPad so this this plastic is a nuisance.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1567325078-394","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Krissy Schotters","Maybe not good for kids device","February 28, 2019","I buy these for my kids’ iPad.  They’re easy to install and look great (you don’t even notice it).  The only reason I didn’t give a 5 star is because we just got this one less than two months ago, and it’s alreay cracked in several places again.  That’s the same that happened to the last.  It might be my kids fault, but seems to crack easily.  Better the protector than the screen I guess.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews"
